mysql> select i.f,i.c,e.f,e.c from incomefamily i,expensefamily e where i.f=e.f;
+------+------+------+------+
| f    | c    | f    | c    |
| 3747 |    9 | 3747 |  510 |
| 3748 |    6 | 3748 |  393 |
| 3749 |    6 | 3749 |  377 |
|  375 |    6 | 375  |  150 |
| 3750 |    6 | 3750 |  480 |
| 3754 |    6 | 3754 |  438 |
| 3755 |    6 | 3755 |  376 |
| 3756 |    3 | 3756 |  395 |
| 3757 |    6 | 3757 |  338 |
| 3758 |    6 | 3758 |  320 |
| 3759 |    6 | 3759 |  340 |
|  376 |    6 | 376  |  420 |
| 3760 |    3 | 3760 |  302 |
| 3761 |    6 | 3761 |  505 |
| 3762 |    6 | 3762 |  392 |
| 3763 |    6 | 3763 |  296 |
| 3764 |    6 | 3764 |  308 |
| 3766 |    6 | 3766 |  366 |
| 3769 |   15 | 3769 |  496 |
| 3770 |    6 | 3770 |  426 |
| 3771 |    6 | 3771 |  334 |
| 3772 |    6 | 3772 |  347 |
| 3773 |    3 | 3773 |  475 |
| 3774 |    6 | 3774 |  375 |
| 3775 |   18 | 3775 |  452 |
| 3776 |    3 | 3776 |  406 |
| 3777 |    6 | 3777 |  350 |
| 3778 |    3 | 3778 |  429 |
|  378 |    3 | 378  |  570 |
| 3780 |    6 | 3780 |  363 |
| 3781 |    6 | 3781 |  431 |
| 3783 |   12 | 3783 |  488 |
| 3784 |    9 | 3784 |  492 |
| 3786 |   12 | 3786 |  509 |
| 3787 |    6 | 3787 |  354 |
| 3788 |    9 | 3788 |  328 |
| 3789 |    9 | 3789 |  506 |
| 3790 |    9 | 3790 |  466 |
| 3791 |    6 | 3791 |  513 |
| 3793 |    9 | 3793 |  427 |
| 3795 |    3 | 3795 |  332 |
| 3796 |    6 | 3796 |  560 |
| 3797 |    9 | 3797 |  410 |
| 3798 |    6 | 3798 |  395 |
|  380 |    3 | 380  |  588 |
| 3802 |    6 | 3802 |  193 |
| 3804 |    6 | 3804 |   88 |
| 3805 |   12 | 3805 |  248 |
| 3806 |    9 | 3806 |  253 |
| 3807 |    6 | 3807 |  236 |
| 3812 |   12 | 3812 |  250 |
| 3814 |    3 | 3814 |  410 |
| 3816 |    6 | 3816 |  296 |
| 3819 |    6 | 3819 |  413 |
|  382 |   12 | 382  |  397 |
| 3820 |    3 | 3820 |  320 |
| 3824 |    3 | 3824 |  342 |
| 3826 |   21 | 3826 |  370 |
| 3829 |    6 | 3829 |  209 |
|  383 |    9 | 383  |  371 |
| 3830 |    6 | 3830 |  351 |
| 3831 |    6 | 3831 |  262 |
| 3832 |    3 | 3832 |  269 |
| 3835 |    3 | 3835 |  367 |
| 3836 |    3 | 3836 |  327 |
| 3838 |    3 | 3838 |  275 |
| 3839 |    3 | 3839 |  348 |
|  384 |    6 | 384  |  473 |
| 3841 |    6 | 3841 |  348 |
| 3842 |    9 | 3842 |  416 |
| 3846 |    6 | 3846 |  308 |
| 3847 |    3 | 3847 |  294 |
| 3849 |   12 | 3849 |  303 |
| 3855 |   12 | 3855 |  303 |
| 3856 |    6 | 3856 |  308 |
| 3857 |    9 | 3857 |  358 |
| 3859 |    3 | 3859 |  337 |
| 3860 |    6 | 3860 |  416 |
| 3861 |   12 | 3861 |  352 |
| 3862 |    9 | 3862 |  381 |
| 3863 |   12 | 3863 |  448 |
| 3867 |    6 | 3867 |  325 |
| 3868 |    6 | 3868 |  338 |
| 3869 |    6 | 3869 |  351 |
| 3870 |    3 | 3870 |  372 |
| 3872 |    6 | 3872 |  395 |
| 3874 |    3 | 3874 |  236 |
| 3875 |    3 | 3875 |  289 |
| 3880 |    9 | 3880 |  386 |
| 3881 |   15 | 3881 |  316 |
| 3883 |    3 | 3883 |  287 |
| 3884 |   27 | 3884 |  533 |
| 3886 |   12 | 3886 |  404 |
| 3888 |   12 | 3888 |  326 |
|  389 |    9 | 389  |  165 |
| 3892 |    9 | 3892 |  309 |
| 3893 |    9 | 3893 |  302 |
| 3895 |   24 | 3895 |  705 |
| 3896 |    9 | 3896 |  454 |
| 3897 |   24 | 3897 |  369 |
| 3898 |    9 | 3898 |  406 |
| 3899 |   27 | 3899 |  500 |
| 3901 |   18 | 3901 |  507 |
| 3902 |   24 | 3902 |  457 |
| 3904 |   18 | 3904 |  461 |
| 3905 |   15 | 3905 |  493 |
| 3906 |   21 | 3906 |  415 |
| 3907 |    9 | 3907 |  390 |
| 3909 |   27 | 3909 |  456 |
| 3910 |    6 | 3910 |  394 |
| 3911 |    6 | 3911 |  399 |
| 3912 |    9 | 3912 |  398 |
| 3913 |   12 | 3913 |  424 |
| 3915 |    9 | 3915 |  419 |
| 3916 |   12 | 3916 |  372 |
| 3917 |    6 | 3917 |  343 |
|  392 |    3 | 392  |  187 |
| 3920 |    3 | 3920 |  307 |
| 3921 |    9 | 3921 |  315 |
| 3922 |    9 | 3922 |  367 |
| 3923 |    6 | 3923 |  314 |
| 3924 |   12 | 3924 |  336 |
| 3927 |    6 | 3927 |  323 |
| 3928 |    3 | 3928 |  439 |
| 3929 |    9 | 3929 |  372 |
|  393 |    6 | 393  |  216 |
| 3930 |   12 | 3930 |  429 |
| 3931 |    3 | 3931 |  348 |
| 3935 |    9 | 3935 |  383 |
| 3937 |    9 | 3937 |  389 |
| 3938 |   21 | 3938 |  501 |
| 3940 |    9 | 3940 |  340 |
| 3943 |    3 | 3943 |  348 |
| 3944 |   12 | 3944 |  370 |
| 3945 |    3 | 3945 |  393 |
| 3946 |    9 | 3946 |  390 |
| 3947 |   18 | 3947 |  436 |
| 3949 |   18 | 3949 |  430 |
| 3950 |    9 | 3950 |  410 |
| 3951 |    6 | 3951 |  395 |
| 3953 |   12 | 3953 |  396 |
| 3954 |   15 | 3954 |  435 |
| 3955 |   12 | 3955 |  390 |
| 3957 |   12 | 3957 |  423 |
| 3958 |   21 | 3958 |  371 |
| 3959 |   18 | 3959 |  383 |
| 3960 |   15 | 3960 |  355 |
| 3961 |   12 | 3961 |  322 |
| 3962 |    3 | 3962 |  335 |
| 3963 |    6 | 3963 |  370 |
| 3964 |    6 | 3964 |  372 |
| 3965 |    9 | 3965 |  337 |
| 3966 |    6 | 3966 |  333 |
| 3968 |    3 | 3968 |  308 |
| 3971 |   15 | 3971 |  553 |
| 3973 |    6 | 3973 |  310 |
| 3974 |    6 | 3974 |  398 |
| 3975 |    6 | 3975 |  459 |
| 3976 |    9 | 3976 |  318 |
| 3978 |    3 | 3978 |  421 |
| 3979 |   15 | 3979 |  390 |
| 3980 |   15 | 3980 |  445 |
| 3982 |    9 | 3982 |  422 |
| 3984 |    9 | 3984 |  398 |
| 3985 |    9 | 3985 |  398 |
| 3987 |   12 | 3987 |  304 |
| 3989 |    9 | 3989 |  394 |
|  399 |    3 | 399  |  295 |
| 3990 |    9 | 3990 |  396 |
| 3994 |    6 | 3994 |  355 |
| 3995 |    9 | 3995 |  356 |
| 3996 |   15 | 3996 |  373 |
| 3997 |    6 | 3997 |  394 |
| 3999 |    6 | 3999 |  392 |
|  400 |    6 | 400  |  292 |
| 4000 |   12 | 4000 |  410 |
| 4001 |   18 | 4001 |  351 |
| 4002 |    6 | 4002 |  316 |
| 4004 |    3 | 4004 |  259 |
| 4005 |    6 | 4005 |  313 |
| 4007 |    9 | 4007 |  329 |
| 4008 |   15 | 4008 |  339 |
| 4009 |    6 | 4009 |  340 |
| 4010 |   27 | 4010 |  385 |
| 4014 |   18 | 4014 |  283 |
| 4016 |    6 | 4016 |  422 |
| 4017 |    3 | 4017 |  212 |
| 4018 |   15 | 4018 |  327 |
| 4021 |   15 | 4021 |  371 |
| 4023 |    9 | 4023 |  356 |
| 4024 |    6 | 4024 |  387 |
| 4027 |   24 | 4027 |  392 |
| 4028 |    6 | 4028 |  419 |
| 4029 |    6 | 4029 |  454 |
| 4031 |    3 | 4031 |  422 |
| 4032 |    6 | 4032 |  477 |
| 4033 |   15 | 4033 |  395 |
| 4036 |    6 | 4036 |  281 |
| 4037 |    3 | 4037 |  351 |
| 4038 |    6 | 4038 |  347 |
| 4039 |    3 | 4039 |  256 |
| 4040 |   12 | 4040 |  257 |
| 4041 |   12 | 4041 |  332 |
| 4042 |    9 | 4042 |  372 |
| 4043 |    6 | 4043 |  431 |
| 4044 |    3 | 4044 |  233 |
| 4045 |    3 | 4045 |  365 |
| 4046 |    9 | 4046 |  411 |
| 4047 |   15 | 4047 |  378 |
| 4048 |    9 | 4048 |  372 |
| 4049 |   15 | 4049 |  322 |
|  405 |    6 | 405  |  269 |
| 4050 |   15 | 4050 |  395 |
| 4051 |   18 | 4051 |  389 |
| 4052 |   24 | 4052 |  351 |
| 4053 |   15 | 4053 |  370 |
| 4054 |    9 | 4054 |  369 |
| 4057 |    6 | 4057 |  317 |
| 4059 |    6 | 4059 |  387 |
| 4060 |   15 | 4060 |  367 |
| 4061 |   15 | 4061 |  347 |
| 4062 |   21 | 4062 |  404 |
| 4063 |   12 | 4063 |  400 |
| 4064 |    9 | 4064 |  392 |
| 4065 |    9 | 4065 |  338 |
| 4067 |    9 | 4067 |  285 |
| 4069 |   18 | 4069 |  453 |
| 4070 |   12 | 4070 |  395 |
| 4072 |    9 | 4072 |  314 |
| 4075 |    3 | 4075 |  450 |
| 4076 |    6 | 4076 |  286 |
| 4077 |    3 | 4077 |  424 |
| 4079 |    6 | 4079 |  409 |
| 4080 |    6 | 4080 |  347 |
| 4081 |    9 | 4081 |  366 |
| 4082 |   12 | 4082 |  640 |
| 4085 |    3 | 4085 |  401 |
| 4086 |    6 | 4086 |  426 |
| 4087 |   15 | 4087 |  489 |
| 4088 |   12 | 4088 |  360 |
| 4089 |   33 | 4089 |  475 |
|  409 |   15 | 409  |  165 |
| 4091 |    6 | 4091 |  370 |
| 4092 |   12 | 4092 |  359 |
| 4093 |   18 | 4093 |  359 |
| 4094 |   15 | 4094 |  429 |
| 4095 |   15 | 4095 |  389 |
| 4096 |    6 | 4096 |  380 |
| 4097 |    9 | 4097 |  440 |
| 4098 |   12 | 4098 |  435 |
| 4099 |    6 | 4099 |  331 |
| 4100 |   18 | 4100 |  366 |
| 4102 |   12 | 4102 |  337 |
| 4103 |    6 | 4103 |  343 |
| 4104 |    6 | 4104 |  355 |
| 4105 |    9 | 4105 |  387 |
| 4106 |    9 | 4106 |  452 |
| 4108 |    6 | 4108 |  351 |
| 4109 |    6 | 4109 |  440 |
| 4110 |    6 | 4110 |  376 |
| 4111 |    6 | 4111 |  416 |
| 4112 |   15 | 4112 |  357 |
| 4113 |    6 | 4113 |  313 |
| 4115 |    6 | 4115 |  153 |
| 4119 |   45 | 4119 |  388 |
|  412 |    3 | 412  |  288 |
| 4123 |   15 | 4123 |  384 |
| 4124 |   12 | 4124 |  432 |
| 4125 |    3 | 4125 |  380 |
| 4126 |    6 | 4126 |  319 |
| 4130 |    3 | 4130 |  317 |
| 4131 |   12 | 4131 |  307 |
| 4135 |    6 | 4135 |  313 |
|  414 |    6 | 414  |  512 |
|  415 |    6 | 415  |  479 |
|  417 |    3 | 417  |  231 |
|  420 |    9 | 420  |  318 |
|  422 |    3 | 422  |  313 |
|  423 |    6 | 423  |  448 |
|  425 |    6 | 425  |  412 |
|  426 |    6 | 426  |  417 |
|  429 |    9 | 429  |  160 |
|  430 |    3 | 430  |  182 |
|  432 |    3 | 432  |  176 |
|  434 |    3 | 434  |  414 |
|  436 |    6 | 436  |  308 |
|  438 |    9 | 438  |  192 |
|  442 |    6 | 442  |  297 |
|  443 |    6 | 443  |  204 |
|  444 |    6 | 444  |  206 |
|  446 |    6 | 446  |  152 |
|  447 |    3 | 447  |  193 |
|  449 |   12 | 449  |  292 |
|   45 |    3 | 45   |  608 |
|  450 |    9 | 450  |  238 |
|  452 |    9 | 452  |  241 |
|  453 |    6 | 453  |  167 |
|  454 |    9 | 454  |  212 |
|  455 |    6 | 455  |  194 |
|  456 |    9 | 456  |  403 |
|  458 |    6 | 458  |  435 |
|   46 |    6 | 46   |  633 |
|  461 |    6 | 461  |  394 |
|  462 |    3 | 462  |  342 |
|  463 |    6 | 463  |  367 |
|  464 |    6 | 464  |  481 |
| 4641 |    6 | 4641 |  299 |
| 4644 |    3 | 4644 |  377 |
| 4646 |    3 | 4646 |  524 |
| 4648 |    3 | 4648 |  428 |
| 4649 |    6 | 4649 |  618 |
|  465 |    9 | 465  |  260 |
| 4650 |    6 | 4650 |  524 |
| 4652 |    3 | 4652 |  392 |
| 4653 |    3 | 4653 |  234 |
| 4654 |    3 | 4654 |  276 |
| 4655 |    6 | 4655 |  299 |
| 4656 |    3 | 4656 |  302 |
| 4657 |    3 | 4657 |  270 |
| 4658 |    3 | 4658 |  274 |
| 4659 |    9 | 4659 |  403 |
|  466 |    6 | 466  |  245 |
| 4660 |    3 | 4660 |  288 |
| 4661 |    6 | 4661 |  306 |
| 4662 |    6 | 4662 |  347 |
| 4663 |   18 | 4663 |  284 |
| 4665 |    6 | 4665 |  212 |
| 4666 |   15 | 4666 |  296 |
| 4667 |    9 | 4667 |  321 |
| 4668 |    3 | 4668 |  255 |
| 4670 |    6 | 4670 |  209 |
| 4672 |   12 | 4672 |  362 |
| 4673 |    6 | 4673 |  162 |
| 4677 |   21 | 4677 |  311 |
| 4678 |    6 | 4678 |  210 |
|  468 |    3 | 468  |  208 |
| 4680 |    6 | 4680 |  279 |
| 4682 |    3 | 4682 |  240 |
| 4685 |    6 | 4685 |  242 |
| 4686 |    3 | 4686 |  274 |
| 4687 |    3 | 4687 |  259 |
|  470 |    9 | 470  |  166 |
|  471 |    3 | 471  |  219 |
|  472 |    6 | 472  |  320 |
|  473 |    3 | 473  |  446 |
|  474 |    6 | 474  |  240 |
|  475 |   12 | 475  |  223 |
|  476 |    3 | 476  |  200 |
|  477 |    3 | 477  |  245 |
|  478 |    6 | 478  |  290 |
|  479 |    3 | 479  |  271 |
|  480 |    3 | 480  |  225 |
|  481 |    6 | 481  |  298 |
|  482 |    9 | 482  |  200 |
|  483 |    9 | 483  |  211 |
|  484 |    6 | 484  |  321 |
|  485 |    9 | 485  |  214 |
|  487 |    9 | 487  |  260 |
|  490 |    3 | 490  |  170 |
|  491 |    6 | 491  |  208 |
|  493 |    6 | 493  |  244 |
|  494 |    3 | 494  |  220 |
|  495 |    3 | 495  |  205 |
|  496 |    9 | 496  |  284 |
|  497 |    6 | 497  |  236 |
|    5 |    6 | 5    |  387 |
|   50 |    6 | 50   |  395 |
|  500 |    3 | 500  |  330 |
|  501 |    6 | 501  |  360 |
|  507 |    6 | 507  |  167 |
|  508 |    6 | 508  |  157 |
|  509 |    9 | 509  |  193 |
|  510 |    3 | 510  |  196 |
|  511 |    6 | 511  |  248 |
|  512 |    9 | 512  |  295 |
|  513 |    6 | 513  |  232 |
|  514 |    6 | 514  |  228 |
|  515 |   12 | 515  |  237 |
|  516 |    3 | 516  |  262 |
|  517 |    6 | 517  |  265 |
|  518 |    6 | 518  |  272 |
|  519 |    3 | 519  |  247 |
|   52 |    3 | 52   |  395 |
|  520 |    3 | 520  |  261 |
|  521 |    3 | 521  |  280 |
|  523 |    6 | 523  |  260 |
|  525 |    6 | 525  |  336 |
|  528 |   15 | 528  |  232 |
|  529 |    9 | 529  |  262 |
|   53 |   12 | 53   |  327 |
|  531 |    6 | 531  |  262 |
|  532 |    3 | 532  |  279 |
|  533 |    3 | 533  |  237 |
|  534 |    3 | 534  |  273 |
|  535 |    3 | 535  |  249 |
|  536 |    3 | 536  |  276 |
|  538 |    3 | 538  |  252 |
|  539 |    6 | 539  |  261 |
|  541 |    6 | 541  |  387 |
|  542 |    6 | 542  |  371 |
|  543 |    3 | 543  |  381 |
|  544 |    6 | 544  |  405 |
|  545 |    6 | 545  |  230 |
|  546 |   12 | 546  |  233 |
|  547 |    9 | 547  |  260 |
|  548 |   12 | 548  |  229 |
|  549 |    9 | 549  |  245 |
|  550 |   12 | 550  |  269 |
|  551 |    9 | 551  |  228 |
|  552 |    6 | 552  |  260 |
|  553 |    6 | 553  |  266 |
|  555 |    6 | 555  |  229 |
|  560 |   12 | 560  |  152 |
|  561 |    6 | 561  |  202 |
|  563 |   12 | 563  |  187 |
|  564 |   12 | 564  |  169 |
|  565 |   15 | 565  |  223 |
|  566 |    9 | 566  |  243 |
|  567 |    6 | 567  |  194 |
|  568 |    9 | 568  |  220 |
|  571 |    3 | 571  |  340 |
|  572 |    3 | 572  |  345 |
|  573 |    9 | 573  |  362 |
|  575 |    6 | 575  |  332 |
|  577 |    3 | 577  |  416 |
|  579 |    3 | 579  |  384 |
|  580 |    3 | 580  |  235 |
|  581 |    3 | 581  |  259 |
|  582 |    6 | 582  |  283 |
|  583 |    3 | 583  |  202 |
|  584 |    3 | 584  |  208 |
|  586 |    9 | 586  |  204 |
|  587 |    3 | 587  |  389 |
|  588 |    3 | 588  |  280 |
|  590 |    6 | 590  |  315 |
|  592 |    3 | 592  |  345 |
|  596 |    9 | 596  |  269 |
|  597 |    6 | 597  |  246 |
|  598 |    6 | 598  |  178 |
|  599 |    9 | 599  |  242 |
|  601 |    6 | 601  |  218 |
|  602 |    3 | 602  |  188 |
|  603 |    3 | 603  |  260 |
|  605 |    3 | 605  |  349 |
|  606 |    6 | 606  |  336 |
|  607 |    6 | 607  |  205 |
|  608 |    3 | 608  |  332 |
|  609 |    3 | 609  |  272 |
|   61 |    6 | 61   |  395 |
|  610 |    3 | 610  |  208 |
|  611 |    3 | 611  |  311 |
|  612 |    6 | 612  |  227 |
|  614 |    3 | 614  |  404 |
|  615 |    6 | 615  |  379 |
|  617 |    6 | 617  |  341 |
|  621 |    6 | 621  |  363 |
|  622 |   12 | 622  |  380 |
|  627 |    9 | 627  |  147 |
|  630 |    9 | 630  |  218 |
|  631 |    9 | 631  |  563 |
|  632 |    6 | 632  |  232 |
|  634 |    6 | 634  |  204 |
|  637 |    6 | 637  |  220 |
|  638 |    3 | 638  |  240 |
|  640 |    6 | 640  |  230 |
|  641 |    3 | 641  |  200 |
|  642 |    3 | 642  |  211 |
|  643 |    9 | 643  |  213 |
|  646 |    3 | 646  |  161 |
|   65 |   15 | 65   |  423 |
|  650 |    6 | 650  |  222 |
|  653 |    9 | 653  |  237 |
|  654 |    3 | 654  |  249 |
|  655 |    6 | 655  |  339 |
|  657 |    9 | 657  |  262 |
|  658 |    6 | 658  |  246 |
|   66 |    6 | 66   |  385 |
|  660 |    9 | 660  |  357 |
|  662 |    3 | 662  |  247 |
|  664 |   15 | 664  |  212 |
|  665 |    3 | 665  |  217 |
|  666 |    6 | 666  |  221 |
|  667 |    3 | 667  |  215 |
|  668 |    3 | 668  |  195 |
|  669 |    6 | 669  |  192 |
|   67 |    9 | 67   |  414 |
|  670 |    6 | 670  |  372 |
|  671 |    3 | 671  |  387 |
|  672 |    9 | 672  |  281 |
|  673 |    3 | 673  |  398 |
|  674 |    6 | 674  |  241 |
|  675 |   12 | 675  |  410 |
|  677 |    9 | 677  |  308 |
|  678 |    9 | 678  |  301 |
|  679 |    6 | 679  |  285 |
|   68 |    6 | 68   |  378 |
|  680 |    9 | 680  |  368 |
|  681 |    3 | 681  |  378 |
|  682 |    6 | 682  |  402 |
|  683 |    6 | 683  |  364 |
|  684 |    3 | 684  |  389 |
|  685 |    9 | 685  |  369 |
|  686 |    6 | 686  |  359 |
|  687 |    3 | 687  |  400 |
|  688 |    6 | 688  |  389 |
|  690 |    9 | 690  |  143 |
|  691 |    6 | 691  |  147 |
|  693 |    9 | 693  |  165 |
|  694 |    9 | 694  |  129 |
|  695 |    6 | 695  |  190 |
|  696 |    6 | 696  |  179 |
|  697 |   12 | 697  |  201 |
|  698 |    3 | 698  |  185 |
|  699 |    3 | 699  |  189 |
|   70 |    3 | 70   |  415 |
|  701 |    9 | 701  |  217 |
|  702 |    6 | 702  |  224 |
|  703 |    6 | 703  |  376 |
|  704 |    6 | 704  |  335 |
|  705 |    3 | 705  |  311 |
|  707 |    3 | 707  |  297 |
|  708 |    3 | 708  |  335 |
|  709 |    6 | 709  |  385 |
|   71 |    9 | 71   |  515 |
|  710 |    6 | 710  |  349 |
|  711 |    3 | 711  |  392 |
|  713 |    6 | 713  |  349 |
|  714 |    3 | 714  |  307 |
|  715 |    3 | 715  |  254 |
|  716 |    6 | 716  |  202 |
|  718 |   12 | 718  |  248 |
|  719 |   15 | 719  |  211 |
|  720 |    9 | 720  |  279 |
|  722 |   12 | 722  |  214 |
|  724 |    6 | 724  |  234 |
|  726 |    6 | 726  |  198 |
|  727 |    6 | 727  |  200 |
|  729 |    6 | 729  |  202 |
|   73 |   30 | 73   |  490 |
|  730 |    3 | 730  |  190 |
|  731 |    9 | 731  |  219 |
|  732 |    6 | 732  |  228 |
|  733 |    3 | 733  |  212 |
|  735 |    6 | 735  |  216 |
|  736 |    3 | 736  |  348 |
|  739 |    3 | 739  |  189 |
|  740 |    3 | 740  |  201 |
|  741 |    6 | 741  |  323 |
|  742 |    3 | 742  |  353 |
|  743 |    3 | 743  |  406 |
|  744 |    6 | 744  |  345 |
|  745 |   12 | 745  |  278 |
|  746 |    3 | 746  |  224 |
|  749 |    6 | 749  |  305 |
|  750 |    6 | 750  |  299 |
|  751 |    3 | 751  |  301 |
|  752 |    6 | 752  |  299 |
|  753 |    6 | 753  |  348 |
|  754 |    3 | 754  |  292 |
|  755 |    3 | 755  |  302 |
|  756 |    3 | 756  |  266 |
|  758 |    3 | 758  |  289 |
|  759 |    9 | 759  |  207 |
|   76 |    6 | 76   |  472 |
|  760 |    6 | 760  |  269 |
|  761 |   12 | 761  |  347 |
|  762 |    3 | 762  |  355 |
|  763 |    6 | 763  |  358 |
|  764 |    6 | 764  |  337 |
|  766 |    9 | 766  |  382 |
|  767 |    3 | 767  |  380 |
|   77 |    6 | 77   |  398 |
|  774 |   12 | 774  |  256 |
|  776 |   12 | 776  |  211 |
|  777 |    3 | 777  |  195 |
|  778 |    6 | 778  |  223 |
|  780 |    9 | 780  |  181 |
|  781 |   15 | 781  |  200 |
|  783 |    3 | 783  |  270 |
|  784 |    3 | 784  |  135 |
|  785 |    3 | 785  |  219 |
|  786 |    9 | 786  |  187 |
|  787 |    6 | 787  |  267 |
|  788 |    3 | 788  |  321 |
|  789 |    9 | 789  |  334 |
|   79 |    6 | 79   |  569 |
|  790 |    3 | 790  |  338 |
|  791 |    6 | 791  |  340 |
|  792 |    3 | 792  |  315 |
|  793 |    3 | 793  |  339 |
|  795 |   12 | 795  |  245 |
|  797 |   12 | 797  |  254 |
|  798 |    6 | 798  |  233 |
|  799 |    6 | 799  |  182 |
|    8 |    3 | 8    |  565 |
|   80 |    6 | 80   |  787 |
|  800 |   18 | 800  |  289 |
|  802 |   15 | 802  |  251 |
|  803 |    3 | 803  |  231 |
|  804 |    3 | 804  |  198 |
|  805 |    9 | 805  |  209 |
|  807 |    3 | 807  |  183 |
|  808 |    9 | 808  |  546 |
|  809 |    9 | 809  |  233 |
|   81 |   15 | 81   |  777 |
|  810 |    3 | 810  |  230 |
|  811 |    3 | 811  |  300 |
|  812 |    3 | 812  |  152 |
|  813 |    6 | 813  |  403 |
|  814 |    9 | 814  |  181 |
|  816 |    6 | 816  |  133 |
|  817 |    3 | 817  |  358 |
|  818 |    3 | 818  |  336 |
|  823 |   12 | 823  |  285 |
|  824 |    9 | 824  |  265 |
|  825 |   12 | 825  |  272 |
|  826 |    6 | 826  |  190 |
|  828 |   15 | 828  |  273 |
|  830 |    3 | 830  |  191 |
|  831 |    3 | 831  |  181 |
|  832 |   15 | 832  |  223 |
|  835 |    3 | 835  |  184 |
|  837 |    9 | 837  |  168 |
|  838 |    3 | 838  |  143 |
|  839 |    3 | 839  |  270 |
|   84 |    6 | 84   |  376 |
|  840 |    6 | 840  |  150 |
|  842 |   12 | 842  |  170 |
|  846 |    6 | 846  |  221 |
|  847 |    3 | 847  |  344 |
|  848 |    6 | 848  |  320 |
|  849 |    9 | 849  |  330 |
|  851 |   18 | 851  |  339 |
|  852 |   21 | 852  |  308 |
|  854 |   15 | 854  |  376 |
|  855 |   18 | 855  |  405 |
|  856 |   12 | 856  |  236 |
|  859 |    3 | 859  |  246 |
|   86 |    9 | 86   |  550 |
|  860 |    3 | 860  |  306 |
|  861 |    3 | 861  |  400 |
|  862 |    3 | 862  |  211 |
|  864 |    6 | 864  |  227 |
|  865 |    6 | 865  |  214 |
|  866 |    3 | 866  |  268 |
|  868 |    6 | 868  |  237 |
|  869 |    6 | 869  |  243 |
|   87 |    3 | 87   |  443 |
|  870 |    6 | 870  |  268 |
|  871 |    3 | 871  |  321 |
|  872 |    3 | 872  |  234 |
|  874 |    9 | 874  |  249 |
|  875 |    6 | 875  |  363 |
|  876 |    6 | 876  |  165 |
|  877 |    6 | 877  |  208 |
|  878 |    3 | 878  |  295 |
|  879 |    6 | 879  |  190 |
|   88 |   15 | 88   |  531 |
|  880 |    3 | 880  |  142 |
|  882 |    6 | 882  |  243 |
|  885 |    3 | 885  |  208 |
|  886 |    3 | 886  |  215 |
|  887 |    3 | 887  |  199 |
|  888 |    9 | 888  |  257 |
|  889 |    3 | 889  |  211 |
|  890 |    6 | 890  |  387 |
|  891 |    3 | 891  |  387 |
|  893 |    3 | 893  |  338 |
|  894 |    3 | 894  |  344 |
|  895 |    6 | 895  |  392 |
|  899 |    3 | 899  |  232 |
|  900 |   12 | 900  |  232 |
|  901 |    9 | 901  |  259 |
|  902 |    9 | 902  |  155 |
|  904 |   12 | 904  |  195 |
|  906 |    3 | 906  |  270 |
|  907 |    3 | 907  |  274 |
|  908 |    3 | 908  |  285 |
|   91 |    3 | 91   |  601 |
|  910 |    6 | 910  |  292 |
|  911 |    3 | 911  |  339 |
|  912 |    3 | 912  |  278 |
|  913 |    6 | 913  |  290 |
|  915 |   12 | 915  |  234 |
|  916 |   12 | 916  |  241 |
|  917 |    9 | 917  |  208 |
|  918 |    6 | 918  |  233 |
|  919 |    6 | 919  |  217 |
|  921 |    9 | 921  |  218 |
|  922 |    9 | 922  |  275 |
|  923 |    6 | 923  |  276 |
|  925 |    6 | 925  |  259 |
|  926 |    6 | 926  |  243 |
|  927 |    9 | 927  |  249 |
|  928 |    3 | 928  |  235 |
|  929 |    3 | 929  |  236 |
|   93 |    3 | 93   |  410 |
|  930 |    6 | 930  |  304 |
|  931 |    6 | 931  |  292 |
|  933 |    9 | 933  |  281 |
|  934 |    3 | 934  |  262 |
|  936 |    6 | 936  |  310 |
|  937 |    6 | 937  |  273 |
|  938 |    3 | 938  |  305 |
|  939 |    3 | 939  |  427 |
|  941 |    6 | 941  |  222 |
|  942 |    6 | 942  |  240 |
|  943 |    6 | 943  |  230 |
|  944 |    9 | 944  |  209 |
|  945 |    6 | 945  |  206 |
|  946 |    6 | 946  |  244 |
|  947 |   12 | 947  |  214 |
|  949 |    3 | 949  |  270 |
|   95 |    3 | 95   |  583 |
|  950 |    3 | 950  |  258 |
|  951 |    3 | 951  |  238 |
|  952 |    9 | 952  |  256 |
|  954 |    6 | 954  |  299 |
|  955 |    6 | 955  |  300 |
|  956 |    6 | 956  |  316 |
|  957 |    6 | 957  |  255 |
|  958 |    6 | 958  |  289 |
|  959 |    6 | 959  |  279 |
|   96 |    6 | 96   |  601 |
|  960 |    6 | 960  |  384 |
|  961 |    3 | 961  |  353 |
|  964 |   12 | 964  |  351 |
|  965 |    3 | 965  |  386 |
|  967 |   12 | 967  |  262 |
|  968 |   18 | 968  |  225 |
|  969 |    9 | 969  |  271 |
|   97 |    6 | 97   |  723 |
|  970 |    6 | 970  |  246 |
|  971 |    6 | 971  |  244 |
|  972 |    3 | 972  |  250 |
|  973 |    3 | 973  |  265 |
|  974 |    3 | 974  |  227 |
|  975 |    9 | 975  |  271 |
|  977 |    6 | 977  |  311 |
|  978 |    9 | 978  |  276 |
|  979 |    3 | 979  |  252 |
